dataset,alpha,lr_lc,gnn_lr,batch_size,gnn_aggr,ROC_test,AP_test,epoch_needed,epochs,patience,gnn_num_input,gnn_num_output,train_size,gnn_type
EML,1.0,1e-06,0.001,64,mean,0.8871136084528464,0.8901847300339155,377,1000,50,32,32
EML,1.0,1e-06,0.001,32,mean,0.8976685787445314,0.8986412650622007,369,1000,50,32,32
BUP,0.1,1e-06,0.001,32,mean,0.9043159996197357,0.9042232308778491,129,1000,50,32,32
BUP,0.5,1e-06,0.001,32,mean,0.9291004089050432,0.9340202032043814,356,1000,50,32,32
BUP,1.0,1e-06,0.001,32,mean,0.9252214452214453,0.9223138525208788,203,1000,50,32,32
BUP,1.5,1e-06,0.001,32,mean,0.9318359757291055,0.9372812811515373,302,1000,50,32,32
BUP,2.0,1e-06,0.001,32,mean,0.8964737793851717,0.8330332202921318,280,1000,50,32,32
BUP,1.0,1e-06,0.01,32,mean,0.9197631464580618,0.8472562727281716,87,1000,50,32,32
BUP,1.0,1e-05,0.01,32,mean,0.8671987734487734,0.8934014624032227,78,1000,50,32,32
BUP,1.0,0.0001,0.01,32,mean,0.5,0.5627240143369175,53,1000,50,32,32
BUP,1.0,1e-06,0.001,32,mean,0.9196139213752289,0.9104262895417297,206,1000,50,32,32
BUP,1.0,1e-05,0.001,32,mean,0.8922346716464364,0.8786195455338817,178,1000,50,32,32
BUP,1.0,0.0001,0.001,32,mean,0.5010901507251873,0.5281092564003815,58,1000,50,32,32
BUP,1.0,1e-06,0.0001,32,mean,0.41337535703732886,0.44844153258949093,54,1000,50,32,32
BUP,1.0,1e-05,0.0001,32,mean,0.5577416987708677,0.6168888673994403,72,1000,50,32,32
BUP,1.0,0.0001,0.0001,32,mean,0.5,0.43661971830985913,57,1000,50,32,32
BUP,1.0,1e-06,0.001,256,mean,0.45731707317073167,0.4768701842797949,60,1000,50,32,32
BUP,1.0,1e-06,0.001,128,mean,0.49507857733664185,0.45269855572874773,50,1000,50,32,32
BUP,1.0,1e-06,0.001,64,mean,0.5439700088956665,0.5394373293114271,65,1000,50,32,32
BUP,1.0,1e-06,0.001,32,mean,0.9343127731908695,0.9354592073056447,294,1000,50,32,32
BUP,1.0,1e-06,0.001,16,mean,0.8354875421696542,0.8484391010862778,221,1000,50,32,32
BUP,1.0,1e-06,0.001,8,mean,0.8865348399246705,0.8680797176571978,107,1000,50,32,32
BUP,1.0,1e-06,0.001,2,mean,0.8805093555093556,0.8896056124263401,74,1000,50,32,32
BUP,1.0,1e-06,0.001,256,mean,0.5124624820566357,0.4961818563133077,75,1000,75,32,32
BUP,1.0,1e-06,0.001,128,mean,0.9864285714285714,0.9873410977624234,715,1000,75,32,32
BUP,1.0,1e-06,0.001,64,mean,0.5502164502164502,0.456959228513403,76,1000,75,32,32
BUP,1.0,1e-06,0.001,32,mean,0.9158379179009734,0.9138707784399397,241,1000,75,32,32
BUP,1.0,1e-06,0.001,16,mean,0.8959504547739842,0.8884760245608869,189,1000,75,32,32
BUP,1.0,1e-06,0.001,8,mean,0.8721344880285278,0.8733778111402946,143,1000,75,32,32
BUP,0.1,1e-06,0.001,32,mean,0.8996484499840205,0.8956161428294294,121,1000,75,32,32
BUP,0.5,1e-06,0.001,32,mean,0.9309090909090909,0.9389355290442016,265,1000,75,32,32
BUP,1.0,1e-06,0.001,32,mean,0.9179603166443919,0.9102541979672207,355,1000,75,32,32
BUP,1.5,1e-06,0.001,32,mean,0.9225470430107526,0.9195743350553266,213,1000,75,32,32
BUP,2.0,1e-06,0.001,32,mean,0.904624823029731,0.9037543043662877,342,1000,75,32,32
BUP,1.0,1e-06,0.01,32,mean,0.8833134930904197,0.9015393465797922,160,1000,75,32,32
BUP,1.0,1e-05,0.01,32,mean,0.8855042016806722,0.8713785287374939,164,1000,75,32,32
BUP,1.0,1e-06,0.001,256,mean,0.5109375,0.4718747692871009,79,1000,75,32,32
BUP,1.0,1e-06,0.001,128,mean,0.964304325169359,0.961442691684419,463,1000,75,32,32
BUP,1.0,1e-06,0.001,256,mean,0.9975350285417748,0.9973136908221727,479,1000,100,32,32
BUP,1.0,1e-06,0.001,128,mean,0.5892725334208153,0.5113873012439989,100,1000,100,32,32
BUP,1.0,1e-06,0.001,64,mean,0.9646882043576259,0.9695163508412681,659,1000,100,32,32
